date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:30	10451/10451	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Oct%202023%2006:08:49%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/logo-light.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/logo-light.png	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:30	8372/8372	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Oct%202023%2006:08:49%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/logo.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/logo.png	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:30	71508/71508	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:35%20GMT	https://www.madebydesignesia.com/themes/rentaly/02_dark-index-1.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/02_dark-index-1.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:30	58589/58589	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:35%20GMT	https://www.madebydesignesia.com/themes/rentaly/02_dark-index-2.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/02_dark-index-2.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:31	73689/73689	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/index-2.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/index-2.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:31	48327/48327	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/index-3.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/index-3.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:31	68738/68738	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/index-4.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/index-4.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:31	49360/49360	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/index-5.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/index-5.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:31	39114/39114	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/index-6.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/index-6.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:32	48504/48504	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/cars.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/cars.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:32	48661/48661	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:35%20GMT	https://www.madebydesignesia.com/themes/rentaly/02_dark-cars.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/02_dark-cars.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:32	50642/50642	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/cars-list.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/cars-list.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:32	50799/50799	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:35%20GMT	https://www.madebydesignesia.com/themes/rentaly/02_dark-cars-list.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/02_dark-cars-list.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:33	34790/34790	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/car-single.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/car-single.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:33	34814/34814	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:35%20GMT	https://www.madebydesignesia.com/themes/rentaly/02_dark-car-single.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/02_dark-car-single.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:33	34161/34161	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/account-dashboard.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/account-dashboard.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:33	29664/29664	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/account-profile.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/account-profile.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:33	32224/32224	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/account-booking.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/account-booking.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:34	25217/25217	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/account-favorite.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/account-favorite.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:34	32352/32352	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/about.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/about.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:34	20554/20554	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/contact.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/contact.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:34	14235/14235	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/login.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/login.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:35	20341/20341	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/register.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/register.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:35	3332/3332	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/404.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/404.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:35	35575/35575	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/news-standart-right-sidebar.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/news-standart-right-sidebar.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:35	35620/35620	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/news-standart-left-sidebar.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/news-standart-left-sidebar.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:35	24675/24675	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/news-standart-no-sidebar.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/news-standart-no-sidebar.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:36	37451/37451	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/news-grid-right-sidebar.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/news-grid-right-sidebar.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:36	37496/37496	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/news-grid-left-sidebar.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/news-grid-left-sidebar.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:36	25063/25063	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/news-grid-no-sidebar.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/news-grid-no-sidebar.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:36	21391/21391	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/preloader.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/preloader.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:37	30228/30228	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/icon-boxes.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/icon-boxes.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:37	18974/18974	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:34%20GMT	https://www.madebydesignesia.com/themes/rentaly/badge.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/badge.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:37	20149/20149	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/counters.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/counters.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:37	19227/19227	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/gallery-popup.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/gallery-popup.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:37	72743/72743	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/icons-elegant.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/icons-elegant.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:38	31606/31606	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/icons-etline.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/icons-etline.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:38	236628/236628	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:33%20GMT	https://www.madebydesignesia.com/themes/rentaly/icons-font-awesome.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/icons-font-awesome.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:38	20088/20088	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/map.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/map.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:38	27712/27712	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:32%20GMT	https://www.madebydesignesia.com/themes/rentaly/modal.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/modal.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:39	18435/18435	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/popover.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/popover.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:39	30018/30018	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/tabs.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/tabs.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:39	18558/18558	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Nov%202023%2007:50:31%20GMT	https://www.madebydesignesia.com/themes/rentaly/tooltips.html	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/tooltips.html	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:40	441656/441656	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Oct%202023%2012:24:52%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/background/subheader.jpg	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/background/subheader.jpg	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:40	12574/12574	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2012:25:19%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/select-form/car.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/select-form/car.png	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:40	11617/11617	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2012:25:19%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/select-form/van.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/select-form/van.png	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:40	13239/13239	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2012:25:19%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/select-form/minibus.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/select-form/minibus.png	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:40	10062/10062	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2012:25:19%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/select-form/sportscar.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/select-form/sportscar.png	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:41	255649/255649	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Oct%202023%2012:24:49%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/background/3.jpg	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/background/3.jpg	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:41	749998/749998	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Oct%202023%2012:25:27%20GMT	https://www.madebydesignesia.com/themes/rentaly/js/plugins.js	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/js/plugins.js	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:41	81974/81974	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Oct%202023%2012:25:24%20GMT	https://www.madebydesignesia.com/themes/rentaly/js/designesia.js	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/js/designesia.js	(from https://www.madebydesignesia.com/themes/rentaly/booking.html)
11:24:42	28123/28123	---M--	200	added ('OK')	image/png	etag:%225da9cca4-6ddb%22	https://mdbootstrap.com/img/svg/flags.png	C:/xampp/htdocs/giaoDien/giaoDien/mdbootstrap.com/img/svg/flags.png	(from https://www.madebydesignesia.com/themes/rentaly/css/mdb.min.css)
11:24:42	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:42%20GMT	https://www.madebydesignesia.com/themes/rentaly/css/owl.video.play.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/css/owl.video.play.png	(from https://www.madebydesignesia.com/themes/rentaly/css/plugins.css)
11:24:43	37415/37415	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2005:00:30%20GMT	https://www.madebydesignesia.com/themes/rentaly/fonts/font-awesome/css/font-awesome.css	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/fonts/font-awesome/css/font-awesome.css	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:43	25237/25237	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2005:00:18%20GMT	https://www.madebydesignesia.com/themes/rentaly/fonts/elegant_font/HTML_CSS/style.css	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/fonts/elegant_font/HTML_CSS/style.css	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:43	7052/7052	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2005:00:30%20GMT	https://www.madebydesignesia.com/themes/rentaly/fonts/et-line-font/style.css	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/fonts/et-line-font/style.css	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:44	92208/92208	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2005:00:18%20GMT	https://www.madebydesignesia.com/themes/rentaly/fonts/icofont/icofont.min.css	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/fonts/icofont/icofont.min.css	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:44	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:44%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/ui/arrow-down-form.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/ui/arrow-down-form.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:44	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:44%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/ui/arrow-down-form-hover.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/ui/arrow-down-form-hover.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:44	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:44%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/dotted.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/dotted.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:44	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:44%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/icon-slide-plus.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/icon-slide-plus.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:45	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:45%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/icon-slide-min.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/icon-slide-min.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:45	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:45%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/close.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/close.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:45	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:45%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/close-2.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/close-2.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:45	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:45%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/icon-url.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/icon-url.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:45	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:45%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/icon-zoom.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/icon-zoom.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:46	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:46%20GMT	https://www.madebydesignesia.com/themes/rentaly/images_02/list-arrow.png	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images_02/list-arrow.png	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:46	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2004:24:46%20GMT	https://www.madebydesignesia.com/themes/rentaly/images/background/bg-header.jpg	C:/xampp/htdocs/giaoDien/giaoDien/www.madebydesignesia.com/themes/rentaly/images/background/bg-header.jpg	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
11:24:47	341266/341266	---M--	200	added ('OK')	image/jpeg	etag:%225da9c717-53512%22	https://mdbootstrap.com/img/Photos/Others/images/76.jpg	C:/xampp/htdocs/giaoDien/giaoDien/mdbootstrap.com/img/Photos/Others/images/76.jpg	(from https://www.madebydesignesia.com/themes/rentaly/css/style.css)
